minutes,player_name,TS%,AST,TO,USG,ORR,DRR,REBR,PER
12,Sylvester,0.6231817704875122,32.82833057534007,14.760054077323138,37.048478408573516,8.992892732965787,19.637453219583517,12.30413571052078,27.5808731024136
12,Marvin the Martian,0.613969722851176,33.941586868764254,15.699655950189811,30.5599937179351,6.244673314391294,27.403316955264597,12.78489335735866,19.30328785654878
12,Road Runner,0.6185094412754422,26.655104378258873,13.441789962009072,35.95856247659073,3.8893707998983027,22.557890386215877,14.054147108494602,28.689262163958713
12,Foghorn Leghorn,0.6381636038562771,30.039387769436704,15.65666811873917,34.86332734234709,6.6504763470989925,20.25902492021328,13.50717219319455,28.22525177243156
12,Bugs Bunny,0.6267818286809892,29.389865372416356,15.608182234169288,34.65232091686584,6.084996238092595,19.382921547914194,13.375058276569371,27.91499028987965
12,Elmer Fudd,0.6217104693408495,31.068462274080705,15.417930397951476,30.58781887303658,3.4282604900134377,21.657457533097897,16.27835156375916,28.750482444706822
12,Lola Bunny,0.634587166196254,28.05061818223539,14.239441232238349,35.90769407076513,3.432731083330431,20.342284963194995,15.430639145017974,32.665908289776596
12,Porky Pig,0.6114405084416439,28.82021229560744,16.747406123387425,34.99793012234575,5.733466122605227,15.344101253529523,17.124522098248313,34.3533612296326
12,Tasmanian Devil,0.6009389194498166,24.379774973923286,14.437136747798833,32.877579191892146,3.846842239030133,20.24258512665024,10.601235332022705,21.717647642080603
12,Gossamer,0.6075509237485617,32.76462164073267,16.51270489465651,34.75607254424146,6.280130383789585,18.102479887995102,12.787059897987293,26.63872950427012
12,Granny,0.60484101862156,27.20642542776625,13.01189593763355,33.96772903563482,5.804672025477127,20.756332526786395,14.128049219758795,27.749309347476082
12,Wile E. Coyote,0.622624252794349,29.652167154157077,14.597057997631593,34.493921036427935,3.969421739419534,27.206415844199274,15.544177547424303,26.867252284720674
12,Tweety,0.5975637493584252,26.16293708582785,13.664154852613892,35.758031927864295,4.638422832588935,24.11246883537823,11.08667007018444,21.933983925547327
12,Penelope,0.6164079559530654,24.961169822083388,14.312722260388163,32.37670731816044,7.913218632100354,19.474035027867934,11.735704515306184,23.454963204161
12,Daffy Duck,0.6369685140004112,26.918663678601014,15.066418216261875,34.29830919878312,6.664347944480571,21.10206207810667,8.681562185761488,20.615986979656196
24,Sylvester,0.6199630979655645,33.97824823334769,14.388749758322136,34.14389009186365,8.894364533132428,18.602901101671968,13.257071492537234,27.965654830477416
24,Marvin the Martian,0.5984870206581564,30.203780950410426,13.841643689297989,31.757455533750687,6.360897759499561,22.456427719994476,13.242314837671378,23.47457333663164
24,Road Runner,0.6197121983874015,31.993908981176226,13.65506689056434,36.61622715059127,6.1378217523575,22.061395847926075,13.190291681664878,28.10214269566411
24,Foghorn Leghorn,0.6310040333551599,29.472381678037607,16.95458633832282,35.751654585965774,4.379004574675069,17.430689900257335,10.3365238287801,25.493122752728464
24,Bugs Bunny,0.6322351380432878,34.1226089157248,15.51399679387383,36.57845071948021,6.315744194643602,20.457278903859535,13.814475015121008,29.78369728224838
24,Elmer Fudd,0.6168135144352497,29.810203579815717,16.681389776813944,37.56101035416483,0.9779042017683355,29.044575302261777,7.7811471780121755,16.066449792510593
24,Lola Bunny,0.6246637839229455,32.208887878143834,13.650125199181781,34.268015009883825,1.69432178147615,15.01049584726298,15.868814125896568,36.202716538268646
24,Porky Pig,0.6189825004092747,29.59853568549791,15.823110685637774,35.273444469270125,6.815866914549298,19.107483706606605,15.105082315515945,30.132400421860634
24,Tasmanian Devil,0.6162867399737892,26.56697632853397,15.209270789854163,38.17435545848586,3.351791287117239,21.710263470142174,11.276084882689172,25.70211356303604
24,Gossamer,0.6233449046433396,30.004610729220293,14.185585538979108,35.60112669479411,5.844077333252867,21.95131042051667,17.220782393568026,32.94692052135974
24,Granny,0.6054807003869314,29.95457908021334,14.07610722293074,34.20845584804109,5.936195165795256,23.221611636710264,13.331159280453555,24.942086323066373
24,Wile E. Coyote,0.6142694983954698,32.85810793956481,13.829659092244023,35.11852058422812,6.062379350170919,17.464940779131318,15.459371859298367,32.898829671563675
24,Tweety,0.6067945732290122,25.086978923490648,13.442209224327126,34.14443389554746,8.196159496480849,26.040226788632026,9.132946766573383,16.711505829137298
24,Penelope,0.6193393216781564,21.339692281065123,14.602006425361605,28.92225520596787,6.996487579599192,21.393479702637173,13.750861318601277,22.874004539408983
24,Daffy Duck,0.6157951834970357,34.289270660121424,14.498479695204848,34.125514135686615,3.7720297403149963,18.342401965712327,16.002796514355882,32.945491091886964
36,Sylvester,0.6236080422414123,29.0172467395261,15.424914656202219,36.48141842426493,9.345637983894683,15.524003446659307,11.09525468336849,27.302369173068474
36,Marvin the Martian,0.5956913869379529,28.15893681342378,16.576260438386246,32.59856083815724,7.4865307291455485,31.433402842056875,14.720455477103185,18.305654533505365
36,Road Runner,0.6307760447024368,32.47680066933692,13.464370816839931,34.86574929738481,6.139118705483119,20.04678350165111,11.67586120003616,26.98273380661706
36,Foghorn Leghorn,0.6092524845098641,27.257599720391955,15.696951391585129,33.93620383077494,6.0160857945907065,17.37681049631696,16.353749442142547,31.623273168361234
36,Bugs Bunny,0.6272900059205646,31.299574598950294,15.952183097532675,33.883072498061225,7.29370168953094,21.26380217256758,15.849443152631546,29.445779629031616
36,Elmer Fudd,0.6172060217864839,31.388085038808814,16.923140029917604,31.968008075894293,4.77002582307517,20.626378847044112,14.854945833466392,26.841028317025266
36,Lola Bunny,0.6254441115941408,31.553053099666954,12.178814473176143,34.85218129946884,4.081365456198074,20.55101232671785,14.871264683551406,31.93480290283772
36,Porky Pig,0.6110421610708737,30.531982887995916,15.296560839676943,33.85906011597809,5.863088365848889,13.339581916024635,13.982285396747173,31.47116784639338
36,Tasmanian Devil,0.6060981794184713,24.76166020999834,14.913487022362506,35.38781098981393,6.161479778360642,22.146441634369506,9.588846615946945,20.12203162541061
36,Gossamer,0.6343234993498831,30.98816997228916,14.66308716724467,34.487076190073125,4.793830244371101,13.254680361788779,14.008755198162465,33.928243697140275
36,Granny,0.5889157254104613,30.791525943992784,14.84701705819737,34.50556308645809,5.405032405675042,15.282671858508866,14.283137384324997,30.202746060176718
36,Wile E. Coyote,0.607608033455394,33.97937799847902,13.597009200119622,33.30480376427557,7.255054711134092,22.778072069904113,13.64169895074105,25.558958629638948
36,Tweety,0.6171081069864878,34.32657684174304,13.235995662114306,36.84137756810548,9.060083301665113,25.25319727761552,14.315170118432993,27.401820219180582
36,Penelope,0.5991308650645855,24.925964439833958,15.78291002035609,32.294699493385316,8.333498730574771,19.490243875748007,9.779839700242452,18.770285783121917
36,Daffy Duck,0.630978102450518,28.344929291653152,13.047415121078476,34.42823941830259,6.291701751226603,17.509743838232012,15.376610814910059,33.2279126587768
